"","Library Number","Library Full Name","Survey Year From","A1.3","A1.4","A1.5","A1.9","A1.10","A1.11","A1.12","A1.13","A1.14","B1.1","B2.1.1","B2.1.2","B2.1.3","B2.1.4","B2.2","B2.3","B2.4.1.01","B2.4.1.02","B2.4.1.03","B2.4.1.04","B2.4.1.05","B2.4.1.06","B2.4.1.07","B2.4.1.99","B2.4.1a","B2.5","B2.6","B2.7","B2.8","B2.9","B3.1","B3.2","B3.3","B3.4","B3.5","B4.01","B4.01.1","B4.01.2","B4.02","B4.03","B4.04","B4.05.1","B4.05.2","B4.06","B4.07","B4.08","B4.09","B4.10","B5.0","B6.0","C1.1.E","C1.1.F","C1.1.O","C1.1.T","C1.2.E","C1.2.F","C1.2.O","C1.2.T","C1.3.1.E","C1.3.1.F","C1.3.1.O","C1.3.1.T","C1.3.2.E","C1.3.2.F","C1.3.2.O","C1.3.2.T","C1.3.3.E","C1.3.3.F","C1.3.3.O","C1.3.3.T","C1.4.E","C1.4.F","C1.4.O","C1.4.T","C1.5.E","C1.5.F","C1.5.O","C1.5.T","C2.1.E","C2.1.F","C2.1.O","C2.1.T","C2.2.E","C2.2.F","C2.2.O","C2.2.T","C2.3.1.E","C2.3.1.F","C2.3.1.O","C2.3.1.T","C2.3.2.E","C2.3.2.F","C2.3.2.O","C2.3.2.T","C2.3.3.E","C2.3.3.F","C2.3.3.O","C2.3.3.T","C2.3.4.E","C2.3.4.F","C2.3.4.O","C2.3.4.T","C2.4.E","C2.4.F","C2.4.O","C2.4.T","C2.5.E","C2.5.F","C2.5.O","C2.5.T","C3.1.E","C3.1.F","C3.1.O","C3.1.T","C3.2.1.E","C3.2.1.F","C3.2.1.O","C3.2.1.T","C3.2.2.E","C3.2.2.F","C3.2.2.O","C3.2.2.T","C3.2.3.E","C3.2.3.F","C3.2.3.O","C3.2.3.T","C3.2.4.E","C3.2.4.F","C3.2.4.O","C3.2.4.T","D1.0.H","D1.1.1.C","D1.1.2.C","D1.1.3.C","D1.1.4.C","D1.1.5.C","D1.2.1.C","D1.2.1.H","D1.2.2.C","D1.2.2.H","D1.2.3.C","D1.2.3.H","D1.2.4.C","D1.2.4.H","D1.2.5.C","D1.2.5.H","E1.1","E1.1.1","E1.1.2","E1.1.3","E1.1.4","E2.1","E2.3","E3.1.SPC","E3.1.SPH","E3.2.SPC","E3.2.SPH","E3.3.SPC","E3.3.SPH","E3.4.SPC","E3.4.SPH","E3.5.SPC","E3.5.SPH","E3.6.SPC","F1.0","F2.1.P","F2.2.A","F2.301.Attendance","F2.301.Programs","F2.302.Attendance","F2.302.Programs","F2.303.Attendance","F2.303.Programs","F2.304.Attendance","F2.304.Programs","F2.305.Attendance","F2.305.Programs","F2.306.Attendance","F2.306.Programs","F2.307.Attendance","F2.307.Programs","F2.308.Attendance","F2.308.Programs","F2.309.Attendance","F2.309.Programs","F2.310.Attendance","F2.310.Programs","F2.311.Attendance","F2.311.Programs","F2.312.Attendance","F2.312.Programs","F2.313.Attendance","F2.313.Programs","F2.314.Attendance","F2.314.Programs","F2.315.Attendance","F2.315.Programs","F2.316.Attendance","F2.316.Programs","F2.317.Attendance","F2.317.Programs","F2.318.Attendance","F2.318.Programs","F3.1.1","F3.1.2","F3.2.1","F3.2.2","G1.1.1.W","G1.1.2.W","G1.1.3.W","G1.2.1.W","G1.3.1.W","G1.3.2.W","G1.3.3.W","G1.4.1.W","G1.4.2.W","G1.4.3.W","G1.4.4.W","G1.4.5.W","G1.5.1.W","G1.5.2.W","H1.1.1.01","H1.1.1.02","H1.1.1.03","H1.1.1.04","H1.1.1.05","H1.1.1.06","H1.1.1.07","H1.1.1.08","H1.1.1.92","H1.2.1.F","H1.2.1.T","H1.2.2","H1.3.1.F","H1.3.1.T","H1.3.2.11","H1.3.2.12","H1.3.2.13","H1.3.2.14","H1.3.2.15","H1.3.2.16","H1.3.2.17","H1.3.2.90","H1.4.1.F","H1.4.1.T","H1.4.2","H1.4.3.21","H1.4.3.22","H1.4.3.23","H1.4.3.24","H1.4.3.25","H1.4.3.93","H1.5.1.F","H1.5.1.T","H1.5.2","H1.5.3.40","H1.5.3.41","H1.5.3.42","H1.5.3.43","H1.5.3.44","H1.5.3.94","H1.7.1.F","H1.7.1.T","H1.7.2.31","H1.7.2.32","H1.7.2.33","H1.7.2.34","H1.7.2.35","H1.7.2.91","H1.8.1.F","H1.8.1.T","H1.8.2.PC","P1.1","P1.2","P2.1","P2.2","B2.4.1.08","E1.2","F2.319.Attendance","F2.319.Programs","G1.4.6.W","H1.3.2.18","H1.9.1.F","H1.9.1.T","H1.9.2.51","H1.9.2.52","H1.9.2.95","D1.1.3.1.C","D1.2.3.1.C","D1.2.3.1.H","G1.5.3.W","H1.4.3.26","H1.7.2.36","B2.4.1.09","B2.4.1.10","F2.320.Attendance","F2.320.Programs","H1.5.4","H1.8.3.F","H1.8.3.T","H1.8.4.TN","C4.1.F","C4.1.T","C4.2","C4.3.01","C4.3.02","C4.3.03","C4.3.04","C4.3.05","C4.3.06","C4.3.07","C4.3.90","E2.1.F","E2.1.T","E2.3.F","E2.3.T","E2.4.F","E2.4.T","E2.5","E2.6.F","E2.6.T","E2.7","F2.311a.Attendance","F2.311a.Programs","G1.3.4.W","H1.3.2.10","H1.3.2.19","H1.3.2.20","C0.1.E","C0.1.F","C0.1.O","C0.1.T","C0.2.E","C0.2.F","C0.2.O","C0.2.T","C0.3.1.E","C0.3.1.F","C0.3.1.O","C0.3.1.T","C0.3.2.E","C0.3.2.F","C0.3.2.O","C0.3.2.T","C0.3.3.E","C0.3.3.F","C0.3.3.O","C0.3.3.T","C0.3.4.E","C0.3.4.F","C0.3.4.O","C0.3.4.T","C0.4.E","C0.4.F","C0.4.O","C0.4.T","C0.5.E","C0.5.F","C0.5.O","C0.5.T","C3.2.0.E","C3.2.0.F","C3.2.0.O","C3.2.0.T","F2.317a.Attendance","F2.317a.Programs","X287"
"1769","L0214","Nairn & Hyman Twp",2015,"Ontario Library Service - North","Contracting Municipality","64 McIntyre Street",NA,"Nairn Centre","Ontario","P0M2L0","www.nairncentre.ca",0,0,1382,0,0,1382,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,411,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","L0409","Naotkamegwanning FN",2015,"Ontario Library Service - North","First Nations Library","General Delivery","Northwest Angle Education Authority","Naotkamegwanning","Ontario","P0X1L0","wbnaea@kmts.ca",353,0,1386,0,13000,14386,0,0,NA,0,0,0,0,NA,0,2000,11404,0,0,0,0,25790,0,0,0,0,0,746,746,0,20475,1000,0,0,0,8427,0,0,0,0,30648,0,500,0,50,550,500,0,50,550,0,0,0,0,50,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,8218,0,50,8268,8218,0,50,8268,280,0,0,280,280,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,1,NA,13,NA,NA,1,35,0,0,0,0,0,0,0,0,0,580,8,115,0,0,30,2,20,1,15,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,1,10,1,0,0,0,0,120,0,120,43,16,86,30,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","L0442","Neebing, Municipality of",2015,"Ontario Library Service - North","Contracting Municipality","4766 Hwy 61","4766","Neebing","Ontario","P7L0B5","delma@neebing.org",0,0,4992,0,0,4992,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1986,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","L0410","New Credit FN",2015,"Southern Ontario Library Service","First Nations Library","R.R. # 6","Blue #2789, 1st line, Mississauga Road","Hagersville","Ontario","N0A1H0",NA,260,34629,2082,0,13000,15082,9000,0,NA,0,0,0,0,NA,0,2000,4500,0,0,0,0,28582,0,0,0,0,0,8956,8956,0,13088,0,9000,2576,0,5347,0,0,0,0,38967,0,438,0,0,438,438,0,0,438,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,0,1961,1961,0,0,1961,14,0,0,14,14,0,0,14,3353,68,103,3524,3353,68,103,3524,0,0,0,0,0,0,0,0,8,0,0,8,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,37.5,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,6,6,0,NA,1,NA,NA,1,20,0,0,0,0,0,0,0,0,0,148,17,291,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,3,0,0,0,0,7,1,190,8,0,0,0,0,84,4,0,0,0,0,0,0,0,0,0,0,7,0,7,11,19,0,2,7,2,1,0,0,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","L0207","New Tecumseth",2015,"Southern Ontario Library Service","Public or Union Library","17 Victoria Street East P.O. Box 399","17 Victoria Street East P.O. Box 399","Alliston","Ontario","L9R1V6","www.ntpl.ca",9783,42563,33834,18007,0,51841,51841,31653,NA,0,0,0,0,NA,0,0,8061,16374,64133,0,0,223903,0,0,1537642,50400,1588042,204128,190128,14000,1168241,3862,2869,15293,0,11312,0,0,0,0,1405705,0,1240,0,0,1240,1955,0,0,1955,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77303,22,67,77392,107232,22,67,107321,7066,0,0,7066,7969,0,0,7969,63467,607,32,64106,74739,608,44,75391,0,0,0,0,0,0,0,0,123,0,0,123,9,5,4,18,0,0,0,0,0,0,0,0,53199,208,137,53544,35,7,3,0,0,0,0,0,14,25,0,0,11,10,0,0,36,28,7,NA,0,NA,NA,1,52,2,88,0,0,0,0,0,0,0,428223,534,11151,2453,166,2884,31,634,16,12,4,383,3,1808,18,12,1,0,0,0,0,0,0,348,12,131,12,0,0,169,16,76,12,0,0,0,0,195,3,2737,3571,3802,2526,3569,5353,8922,339,109,20,56,100,55,40,12,10,339,65,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,33998,9873,3854,12670,0,3,2046,240,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,8061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","L0019","Newmarket",2015,"Southern Ontario Library Service","Public or Union Library","438 Park Avenue",NA,"Newmarket","Ontario","L3Y1W1","www.newmarketpl.ca",23862,572810,63775,626,0,64401,2915814,0,NA,0,0,0,0,NA,0,0,15528,473,117864,125000,5631,3244711,0,0,206200,0,206200,302185,203252,98933,2172183,20780,196220,3386,6126,54288,267537,0,0,137952,3160657,171596,2862,36,2,2900,5011,43,2,5056,22,5,3,30,101,36,1,138,353,36,6,395,0,0,0,0,3,0,0,3,163897,5008,1078,169983,180658,5304,1078,187040,13667,420,338,14425,14499,425,338,15262,81153,743,238,82134,92512,744,250,93506,0,0,0,0,0,0,0,0,237,18,0,255,28,5,4,37,0,0,0,0,0,0,0,0,55680,187,107,55974,35,5,8,0,1,0,1,4.75,3,66,0,0,25,478,160,59,63,45,12,NA,25,NA,NA,1,53.5,0,0,0,0,0,0,0,0,0,508008,1563,14860,6774,413,1100,104,1085,16,0,0,2058,99,1394,603,161,23,0,0,76,4,140,8,1017,192,0,0,412,54,0,0,265,6,0,0,0,0,0,0,2599,2284,2821,1719,8044,1436,9480,1250,681,13101,1256,200,15,9,98,9,4543,1305,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,4,1,0,1,0,1,1,0,1,9,1,1,1,1,1,1,0,1,0,0,NA,1,1,1,0,0,0,86071,0,0,28611,0,6,180,24,10,0,0,1,1,0,2,4,1,24,39221,1,0,NA,15528,0,0,0,0,1,435647,0,1,3,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,198,17,25,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","L0222","Niagara Falls",2015,"Southern Ontario Library Service","Public or Union Library","4848 Victoria Avenue",NA,"Niagara Falls","Ontario","L2E4C5","www.nflibrary.ca",36074,0,130258,26800,0,157058,4025597,0,NA,0,0,0,0,NA,0,7616,31463,6183,120056,20334,0,4360691,0,0,85500,0,85500,256767,119398,137369,3210361,10700,397611,1460,19530,93032,22334,0,0,290568,4302363,279383,11457,0,0,11457,25708,0,0,25708,8,4,2,14,0,0,0,0,0,0,0,0,558407,0,0,558407,414230,0,0,414230,122162,1226,256,123644,228202,1762,294,230258,25481,0,0,25481,38410,0,0,38410,4512,68,103,4683,4512,68,103,4683,0,0,0,0,0,0,0,0,304,5,1,310,15,5,4,24,0,0,0,0,0,0,0,0,48934,193,107,49234,36,9,0,0,12,0,1,18,0,0,0,0,49,1141,179,444,56,38,18,NA,0,NA,NA,1,69,3,133,0,0,0,0,0,0,0,599173,1540,26620,11490,623,2314,153,666,1,0,0,5766,279,31,1,91,1,0,0,0,0,2352,10,687,314,79,7,216,12,0,0,145,3,0,0,0,0,230,3,2269,2091,4080,2832,10597,678,11275,2746,1102,150372,2159,932,40,696,258,27,8480,122404,1,1,1,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,19,1,1,1,0,1,1,0,1,53,1,1,1,0,0,1,0,1,1,0,NA,0,0,0,0,1,14096000,82997,0,0,35199,1307,3,576,56,0,0,0,1,1,0,1,4,2,36,0,1,0,NA,22540,1977,77,0,0,1,130000,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","L0223","Niagara-on-the-Lake",2015,"Southern Ontario Library Service","Public or Union Library","P.O. Box 430","10 Anderson Lane","Niagara-on-the-Lake","Ontario","L0S1J0","www.notlpubliclibrary.org",13116,0,23904,1372,0,25276,552061,0,NA,0,0,0,0,NA,0,5229,10729,8022,35459,0,10200,641747,0,0,180000,0,180000,81246,58633,22613,441735,11839,66266,2197,11038,11732,47063,0,0,12894,686010,8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,1010,5021,0,0,5021,32279,0,0,32279,44872,0,0,44872,4746,0,0,4746,5136,0,0,5136,779,0,0,779,779,0,0,779,0,0,0,0,0,0,0,0,118,0,0,118,8,0,0,8,0,0,0,0,0,0,0,0,50,0,0,50,35,2,0,0,0,0,0,0,1,12,0,0,7,12,2,4,15,12,3,NA,0,NA,NA,1,59,0,0,0,0,0,0,1,168,0,118092,267,3629,1085,80,82,12,536,63,0,0,403,12,26,8,0,0,0,0,0,0,70,4,515,42,0,0,158,10,0,0,271,6,0,0,0,0,213,2,1561,1420,1436,838,2024,247,2271,104,345,1756,166,126,52,56,88,3,2033,1524,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,4,0,1,4,0,0,0,0,1,3,0,1,2,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,930000,15400,0,0,6446,0,0,107,8,0,0,0,1,1,0,0,2,0,0,52,0,0,NA,5500,0,0,0,0,1,99803,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,163,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","L0225","Nipigon Twp",2015,"Ontario Library Service - North","Public or Union Library","Box 728","52 Front Street","Nipigon","Ontario","P0T2J0","http://nipigon.net/content/Nipigon_Public_Library/",761,2264,4831,0,0,4831,84160,0,NA,0,0,2875,0,NA,9851,0,18226,0,7031,677,3060,117985,0,0,0,0,0,9650,7861,1789,77594,1513,9461,995,1723,5875,710,0,0,7139,114660,0,81,0,0,81,211,0,0,211,0,0,0,0,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,10986,0,0,10986,14536,0,0,14536,2853,0,0,2853,3012,0,0,3012,66820,675,135,67630,78092,676,147,78915,0,0,0,0,0,0,0,0,15,0,0,15,17,5,4,26,0,0,0,0,0,0,0,0,48835,187,107,49129,32.5,0,0,0,0,0,0,0,1,31,1,8,3,17,11,3,6,6,6,NA,0,NA,NA,1,27,0,0,0,0,0,0,0,0,0,10597,58,520,0,0,100,12,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,13,0,0,19,2,0,0,0,0,0,0,423,365,355,248,225,32,257,0,33,254,418,6,1,16,5,15,175,40,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,NA,0,0,2,0,0,0,1631,0,0,823,0,0,37,8,0,0,0,1,1,0,0,0,0,0,0,0,1,NA,5500,225,16,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","L0412","Nipissing FN",2015,"Ontario Library Service - North","First Nations Library","36 Semo Road","24 Semo Road","Garden Village","Ontario","P2B3K2","www.nfn.ca",62,0,2672,0,13000,15672,0,53852,NA,0,0,0,0,NA,4000,2000,11500,0,0,0,960,81984,0,0,0,0,0,4000,4000,0,38124,4000,0,200,960,4276,0,0,0,0,51560,0,5367,0,60,5427,5367,0,60,5427,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272,0,60,4332,4272,0,60,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,1,15,1,10,10,10,0,NA,9,NA,NA,1,50,0,0,0,0,0,0,0,0,0,492,246,5054,46,4,240,12,976,8,2700,108,120,24,60,6,0,0,57,24,2,2,65,6,27,9,144,12,0,0,144,12,300,1,35,5,0,0,6,1,0,0,0,0,3,3,6,12,82,36,105,2,0,0,1,15,82,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,956,0,0,0,0,3,132,12,1,0,0,0,0,0,0,0,0,0,63,0,1,NA,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","L0480","Norfolk County",2015,"Southern Ontario Library Service","Public or Union Library","46 Colborne St. South","Colborne St. S.","Simcoe","Ontario","N3Y4H3","www.ncpl.ca",17221,37143,104583,6637,0,111220,2481300,0,NA,0,0,2888,0,NA,11106,24000,50669,34146,54141,0,4199,2735675,0,0,355135,0,355135,283134,168730,114404,1608373,27089,342499,8900,4199,116225,404024,0,0,187223,2981666,290445,2128,0,0,2128,3918,0,0,3918,41,4,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77504,839,485,78828,131970,892,492,133354,10263,0,0,10263,13044,0,0,13044,130537,4218,415,135170,141409,4218,415,146042,0,0,0,0,5983,0,0,5983,100,0,0,100,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,35,0,3,2,2,0,1,20,3,55,1,20,22,184,74,65,102,77,16,NA,0,NA,NA,1,54,4,128,1,12,0,0,0,0,0,275415,0,0,2141,167,2314,177,1395,121,0,0,7705,277,339,46,108,24,0,0,0,0,0,0,916,82,35,1,1688,78,397,41,126,11,0,0,0,0,112,5,4304,3778,1592,1278,4282,519,4801,1100,530,34,297,501,22,183,130,6,5901,1615,0,1,1,0,0,0,2,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,1,4,1,0,0,1,1,0,0,1,5,1,1,1,0,1,1,0,1,0,0,NA,1,0,0,0,1,1700000,63175,0,0,29049,0,5,277,19,195,0,0,1,0,1,1,5,8,140,569,1,1,NA,12675,4409,120,0,0,1,73600,0,1,4,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","L0227","North Bay",2015,"Ontario Library Service - North","Public or Union Library","271 Worthington Street East",NA,"North Bay","Ontario","P1B1H1","www.city.north-bay.on.ca/library/",43990,15211,101764,4847,0,106611,2138920,0,NA,0,0,2418,0,NA,0,0,17454,0,85316,770,0,2349071,0,0,2e+05,0,2e+05,160613,109814,50799,1897289,5324,115182,12039,7167,81438,0,0,0,0,2279052,192567,9850,1055,0,10905,10017,1059,0,11076,19,0,0,19,0,0,0,0,0,0,0,0,2380,0,0,2380,2573,0,0,2573,141100,19839,48,160987,146690,20134,48,166872,22554,201,0,22755,24814,201,0,25015,66894,675,135,67704,78166,676,147,78989,0,0,0,0,0,0,0,0,18567,3051,0,21618,11,5,4,20,0,0,0,0,0,0,0,0,51156,187,107,51450,35,4,4,0,13,0,0,0,0,0,0,0,14,288,22,56,24,14,7,NA,0,NA,NA,1,61,0,0,0,0,0,0,0,0,0,335402,225,5966,1791,63,2891,65,664,21,0,0,250,10,60,2,0,0,0,0,0,0,0,0,0,0,0,0,105,41,63,10,52,1,0,0,0,0,50,10,974,935,3355,2357,7184,324,7508,412,442,180,96,938,3,138,48,3,7123,256,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,53651,0,0,23257,0,0,20,1,1,0,0,0,0,0,0,0,0,0,46,0,0,NA,15036,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
