"","LibID","Library","Year","Upper Tier Code","Legal Name","New Legal Name","Mailing Address","Postal Code","City","Street Address","Library Web Site Address","Library Service Type","Population (Resident)","Households (Resident)","Population (Contracting)","Households (Contracting)","Date year starts","Date year ends","Ontario Library Service (OLS) Region","# of Active Library Cardholders","Net Balance brought forward amount","Net Balance brought forward type","Provincial Operating Funding","Local Operating Grant","Contract Revenue","Project Grants","Donations","Self-generated Revenue","Debt Services and Reserve Fund Revenues","Other operating revenue","Total Operating Revenues","Provincial capital revenues","Federal capital revenues","Local capital revenues","Other capital revenues","Total Capital Revenues","General materials expenditure","Electronic materials expenditure","Staffing expenditure","Staff Training expenditure","Facilities/Utilities","Telephone and Fax","Dedicated Internet Connectivity Costs","Computer Services","Debt Charges and Transfers to Reserve Funds","Funds returned to government sources","Contract payment made to library boards for library services","Other expenditures","Total Operating Expenditures","Total Capital Expenditures","Titles Held (Reference - English Language)","Titles Held (Reference - French Language)","Titles Held (Reference - Other Language)","Volumes Held (Reference - English Language)","Volumes Held (Reference - French Language)","Volumes Held (Reference - Other Language)","# of Databases (Reference - English Language)","# of Databases (Reference - French Language)","# of Databases (Reference - Other Language)","# of CD ROM Titles (Reference - English Language)","# of CD ROM Titles (Reference - French Language)","# of CD ROM Titles (Reference - Other Language)","# of copies of CD ROM (Reference - English Language)","# of copies of CD ROM (Reference - French Language)","# of copies of CD ROM (Reference - Other Language)","Titles Held (Circulating - English Language)","Titles Held (Circulating - French Language)","Titles Held (Circulating - Other Language)","Volumes Held (Circulating - English Language)","Volumes Held (Circulating - French Language)","Volumes Held (Circulating - Other Language)","# of CD ROM Titles (Circulating - English Language)","# of CD ROM Titles (Circulating - French Language)","# of CD ROM Titles (Circulating - Other Language)","# of copies of CD ROMs (Circulating - English Language)","# of copies of CD ROMs (Circulating - French Language)","# of copies of CD ROMs (Circulating - Other Language)","Titles Held (Periodicals - English Language)","Titles Held (Periodicals - French Language)","Titles Held (Periodicals - Other Language)","# of Database Subscriptions (Periodicals - English Language)","# of Database Subscriptions (Periodicals - French Language)","# of Database Subscriptions (Periodicals - Other Language)","# of CD ROM Titles (Periodicals - English Language)","# of CD ROMs Titles (Periodicals - French Language)","# of CD ROM Titles (Periodicals - Other Language)","# of copies of CD ROMs (Periodicals - English Language)","# of copies of CD ROMs (Periodicals - French Language)","# of copies of CD ROMs (Periodicals - Other Language)","# of individual electronic periodical titles (English Language)","# of individual electronic periodical titles (French Language)","# of individual electronic periodical titles (Other Language)","# of hours per week in an FTE","Librarians (Full Time - # of people)","Library Technicians (Full Time - # of people)","EXCEL Graduates  (Full Time - # of people)","Other staff (Full Time - # of people)","Volunteers (Full Time - # of people)","Librarians (Part Time - # of people)","Librarians (Part Time - Hours worked)","Library Technicians (Part Time - # of people)","Library Technicians (Part Time - Hours worked)","EXCEL Graduates (Part Time - # of people)","EXCEL Graduates (Part Time - Hours worked)","Other staff (Part Time - # of people)","Other staff (Part Time - Hours worked)","Volunteers (Part Time - # of people)","Volunteers (Part Time - Hours worked)","# of Public access workstations","Workstations with internet access","Workstations with OPAC access","Workstations with CD ROM access","Automated catalogue available","Name of Automated Catalogue System","Does your library provide wireless Internet connection","# of Main Libraries","Main Library - total hours open per week","# of Branches open >= 12 hours per week","Branches open >= 12 hours per week - total hours open per week","# of Branches open < 12 hours per week","Branches open < 12 hours per week - total hours open per week","# of Bookmobile stops","Bookmobile hours per week","# of Deposit Stations","Deposit Station hours per week","# of Bookmobiles","Total Annual Direct Circulation","# of programs held annually","Annual program attendance","# of items borrowed","# of items lent","# of requests made to other libraries","# of requests received from other libraries","Typical Week - Direct circulation","Typical Week - Materials use in library","Typical Week -  # of people using library workstations","Typical Week -  # of times electronic databases accessed","No of people using public library wireless connection","Typical Week -  # of standard reference transactions","Typical Week -  # of electronic reference transactions","Typical Week -  # of library visits made in person","Typical Week -  # of electronic library visits"
"2252",307,"Simcoe County Co-operative",2005,70,"Simcoe County Co-operative",NA,"1110 HWY 26","L0L1X0","Midhurst","1149 B Highway 26, Minesing, L0L 1Y2","http://www.simcoe.ca/cultureinformation/library/index.htm","County, County co-operative or Regional Municipality Library",236,236,0,0,"01/01/2005","12/31/2005","SOLS",236,0,"Nil",15692,352387,380,2500,0,13685,0,0,384644,0,0,25057,0,25057,100370,21990,243579,1952,10382,375,0,21439,0,0,0,16184,416271,25057,1022,0,0,1263,0,0,6,0,0,3,0,0,3,0,0,21569,0,0,23775,0,0,240,0,0,240,0,0,21,0,0,2,0,0,0,0,0,0,0,0,850,0,0,35,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,"Yes","Horizon",0,1,40,0,0,0,0,0,0,0,0,0,125,0,0,52,548,54,548,57,14,15,214,0,12,15,39,49
"2253",31,"Sioux Lookout",2005,82,"Sioux Lookout",NA,"P.O. Box 1028","P8T1B3","Sioux Lookout","21 Fifth Avenue","http://www.slpl.on.ca","Public or Union Library",4464,2395,0,0,"01/01/2005","12/31/2005","OLS-N",3912,4927,"Surplus",11703,218545,0,12483,168,28969,0,0,271868,0,0,0,0,0,29938,1428,168172,2422,36699,2722,0,13055,1572,0,0,10088,266096,0,1685,4,0,1772,8,0,1,0,0,8,0,0,15,0,0,26229,177,4,26324,177,4,60,0,0,65,0,0,74,0,0,2,0,0,0,0,0,0,0,0,3363,0,0,37.5,0,0,1,0,0,0,0,0,0,1,31.12,7,86.86,1,3,15,9,4,11,"Yes","Winnebago Spectrum",0,1,52,0,0,0,0,0,0,0,0,0,46940,70,2147,259,312,279,449,893,1331,202,0,0,86,5,750,564
"2254",308,"Sioux Narrows Nestor Falls Twp",2005,82,"Sioux Narrows Nestor Falls Twp",NA,"P.O. Box 119","P0X1N0","Sioux Narrows","Hwy 71",NA,"Public or Union Library",681,1231,0,0,"01/01/2005","12/31/2005","OLS-N",343,0,"Nil",6906,8190,0,0,0,100,0,0,15196,0,0,0,0,0,3963,0,7460,0,406,750,0,385,0,0,0,423,13387,0,17,0,0,189,0,0,1,0,0,1,0,0,1,0,0,9681,0,0,9690,0,0,7,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,2,2,0,2,"Yes","Resourcemate",0,1,16,0,0,0,0,0,0,0,0,0,3009,0,0,0,0,0,0,46,3,2,0,0,0,0,43,0
"2255",420,"Six Nations FN",2005,40,"Six Nations FN",NA,"P.O. Box 149","N0A1M0","Ohsweken","1679 Chiefswood Road","www.snpl.ca","First Nations Library",11186,0,0,0,"04/01/2005","03/31/2006","SOLS",1000,0,"Nil",28947,96002,0,23240,0,0,0,0,148189,0,0,0,0,0,23000,1475,70449,3000,30300,1800,6240,5500,0,0,0,6425,148189,0,100,0,0,125,0,0,0,0,0,0,0,0,0,0,0,12400,0,0,12548,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,3,34,0,0,10,10,2,10,"Yes","Winnebago",0,1,58,0,0,0,0,0,0,0,0,0,12000,10,1255,50,0,0,0,266,198,115,0,0,35,0,127,0
"2256",309,"Smith-Ennismore-Lakefield",2005,66,"Smith-Ennismore-Lakefield","Township of Smith-Ennismore","P.O. Box 500","K0L1H0","Bridgenorth","836 Charles Street","www.MyPublicLibrary.ca","Public or Union Library",15833,7989,0,0,"01/01/2005","12/31/2005","SOLS",7240,7516,"Surplus",37113,184714,0,18704,3514,56154,48468,0,348667,0,0,0,0,0,64521,1501,152395,2300,48879,9270,1168,15396,11820,0,0,23258,330508,19331,425,0,0,759,0,0,1,0,0,4,0,0,6,0,0,41660,0,0,62055,0,0,37,0,0,37,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,2,51,1,19,172,350,16,12,4,12,"Yes","Quinte Library System",0,1,29.5,2,60,0,0,0,0,0,0,0,175166,230,3658,613,1215,675,2343,2842,66,178,0,0,96,0,968,392
"2257",209,"Smiths Falls",2005,55,"Smiths Falls",NA,"81 Beckwith Street North","K7A2B9","Smiths Falls",NA,"www.smithsfallslibrary.ca","Public or Union Library",8407,4126,2120,885,"01/01/2005","12/31/2005","SOLS",7063,-11836,"Deficit",20921,257420,21072,3011,11760,11045,0,0,325229,10000,0,5659,0,15659,34728,3963,230204,2587,30187,1250,990,3689,0,0,0,9386,316984,15364,363,5,0,436,5,0,2,0,0,4,0,0,4,0,0,43703,259,0,49524,259,0,255,0,0,258,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1887,0,0,39.5,1,0,0,0,0,0,0,1,32.5,0,0,8,98.5,26,26,10,6,3,7,"Yes","M3",0,1,39.5,0,0,0,0,0,0,0,0,0,78104,140,3801,756,892,797,1448,1456,659,181,5,0,80,2,721,0
"2258",310,"Smooth Rock Falls",2005,81,"Smooth Rock Falls",NA,"P.O. Box 670","P0L2B0","Smooth Rock Falls","120 Rue Ross","www.nt.net/smooth/index.html","Public or Union Library",1672,779,0,0,"04/01/2005","03/31/2006","OLS-N",569,3172,"Surplus",4895,52500,0,15395,4495,0,0,0,77285,15395,0,0,0,15395,18209,0,37787,0,0,2252,0,8699,0,0,0,935,67882,11457,7603,8007,0,7603,8007,0,0,0,0,0,0,0,0,0,0,7123,7345,0,7123,7345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,0,1,32,0,0,0,0,1,24,0,0,6,6,0,6,"Yes","Mandarin",0,1,24,0,0,0,0,0,0,0,0,0,37148,0,0,389,0,307,276,154,67,32,0,0,18,5,85,23
"2259",311,"South Algonquin Twp",2005,85,"South Algonquin Twp","Township of South Algonquin","P.O. Box 208","K0J2M0","Whitney","Post Street","www.olsn.ca/southalgonquin","Public or Union Library",1194,1193,0,0,"01/01/2005","12/31/2005","OLS-N",720,0,"Nil",6464,18122,0,10762,0,112,0,0,35460,0,0,0,0,0,4169,0,20948,290,7785,1412,0,407,0,0,0,0,35011,0,51,11,0,270,11,0,0,0,0,7,0,0,7,0,0,21221,150,10,21221,150,10,4,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,20,0,0,1,1,6,6,0,6,"Yes","Resource Mate 3.0",0,1,12,0,0,1,8,0,0,0,0,0,6152,70,825,125,0,131,0,222,50,28,0,0,2,0,130,0
"2260",312,"South River-Machar Union",2005,86,"South River-Machar Union",NA,"P.O. Box 190","P0A1X0","South River","63 Marie Street","http://www.olsn.ca/srmupl","Public or Union Library",1737,1322,0,0,"01/01/2005","12/31/2005","OLS-N",454,203,"Surplus",6580,41188,0,8764,1972,1569,0,2057,62130,0,0,0,0,0,7461,0,31869,699,8254,819,0,2746,0,0,0,4729,56577,0,136,0,0,145,0,0,0,0,0,0,0,0,0,0,0,11092,59,0,11092,59,0,15,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,15,1,23,2,6,6,5,6,5,"Yes","Sagebrush Spectrum",0,1,23,0,0,0,0,0,0,0,0,0,7252,29,284,623,173,667,242,133,5,53,0,0,34,0,97,0
"2261",332,"Southgate Twp.",2005,47,"Southgate Twp.","Township of Southgate","Box 190","N0C1B0","Dundalk","80 Proton St. N.","www.southgate-library.com","Public or Union Library",6253,2776,370,158,"01/01/2005","12/31/2005","SOLS",1188,0,"Nil",11537,54840,5000,13233,40,2180,1461,291,88582,0,797,86,0,883,7020,109,42267,0,6830,765,619,7244,1461,0,19840,1899,88054,883,125,0,0,274,0,0,0,0,0,2,0,0,2,0,0,10572,25,0,10672,25,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,27,0,0,5,12,8,8,8,8,"Yes","STACKS",0,1,25,0,0,0,0,0,0,0,0,0,17971,23,137,297,289,341,438,370,35,59,0,0,16,1,175,3
"2262",381,"Spanish",2005,80,"Spanish",NA,"P.O. Box 329, 8 Trunk Road","P0P2A0","Spanish","8 Trunk Road","www.town.spanish.on.ca/pages/library.asp","Public or Union Library",740,421,0,0,"01/01/2005","12/31/2005","OLS-N",210,1673,"Surplus",1976,32379,0,3460,0,3406,0,0,41221,0,0,0,0,0,2926,0,30890,688,3220,821,0,2889,0,0,0,913,42347,0,28,2,0,209,18,0,0,0,0,10,0,0,10,0,0,9306,310,0,9600,312,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,25,1,6,0,0,5,5,0,5,"Yes","Winnebago Spectrum",0,0,29,0,0,0,0,0,0,0,0,0,1882,10,143,101,0,101,0,50,10,32,0,0,2,1,89,0
"2263",259,"Springwater Twp",2005,70,"Springwater Twp",NA,"P.O. Box 129","L0L1X0","Midhurst","12 Finlay Mill Road","http://www.springwater.library.on.ca","Public or Union Library",15466,6085,1356,1149,"01/01/2005","12/31/2005","SOLS",5854,0,"Nil",28504,299356,13710,12861,1479,8575,12201,0,376686,0,0,0,0,0,37292,0,245655,1040,38334,3262,0,1634,6982,0,0,14489,348688,27998,174,5,1,420,5,1,0,0,0,0,0,0,0,0,0,27590,145,0,42405,145,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,1,17,7,126,1,2,15,15,3,15,"Yes","Winnebago Spectrum",0,1,30.5,2,46.5,0,0,0,0,0,0,0,107007,243,3402,1647,357,1839,1059,2091,29,127,0,0,46,0,944,286
"2264",25,"St. Catharines",2005,18,"St. Catharines",NA,"54 Church Street","L2R7K2","St. Catharines",NA,"http://www.stcatharines.library.on.ca","Public or Union Library",124091,56614,0,0,"01/01/2005","12/31/2005","SOLS",81607,124996,"Surplus",240883,4277000,0,14181,20634,259132,0,0,4811830,0,0,0,0,0,689807,62558,3043825,9871,443222,9048,22031,70635,128733,0,0,208745,4688475,51270,14276,9,0,26296,70,0,6,0,0,11,0,0,12,0,0,218525,3910,0,322224,4205,0,0,0,0,0,0,0,710,3,0,15,0,0,0,0,0,0,0,0,16521,0,0,35,13,4,0,25,0,4,78.26,1,12.42,0,0,93,954.63,35,10.5,78,57,64,4,"Yes","SirsiDynix",0,1,52.5,3,111,0,0,0,0,3,0,0,1272331,697,9609,1790,3025,1959,5731,27995,18792,1381,2332,0,3363,29,9679,4740
"2265",313,"St. Charles",2005,88,"St. Charles","Municipality of St. Charles","P.O. Box 40","P0M2W0","St. Charles","22 Ste Anne St, Fabien Gauthier Business Centre","www.olsn.ca/stcharles","Public or Union Library",1280,874,0,0,"01/01/2005","12/31/2005","OLS-N",240,2000,"Surplus",4247,28000,0,5264,1066,1361,3100,0,43038,0,0,0,0,0,3769,0,22709,680,7404,992,0,5289,0,0,0,100,40943,2373,62,61,2,216,245,2,0,0,0,0,0,0,0,0,0,6427,2317,2,6427,2317,2,45,12,2,45,12,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,27,1,8,0,0,6,6,0,6,"Yes","Regard",0,1,32,0,0,0,0,0,0,0,0,0,10854,6,526,0,0,314,237,97,136,43,0,0,12,0,100,0
"2266",314,"St. Joseph Twp",2005,80,"St. Joseph Twp",NA,"P.O. Box  9","P0R1J0","Richards Landing","1240 Richards Street","sjtlibrary@stjosephisland.net","Public or Union Library",1122,938,246,353,"01/01/2005","12/31/2005","OLS-N",1224,134,"Surplus",4358,17000,1503,10117,885,591,900,628,35982,0,0,200,0,200,6242,0,17083,0,6654,2054,0,2005,0,0,0,0,34038,211,4583,0,0,4583,0,0,0,0,0,20,5,0,20,5,0,5661,15,85,5661,25,85,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,6,6,0,6,"No",NA,0,1,16,0,0,0,0,0,0,0,0,0,8074,0,0,241,0,274,241,166,211,28,0,0,22,0,101,0
"2267",271,"St. Marys",2005,65,"St. Marys",NA,"P.O. Box 700","N4X1B4","St. Marys","15 Church St. North","www.stmarys.library.on.ca","Public or Union Library",6169,2675,2643,939,"01/01/2005","12/31/2005","SOLS",4497,0,"Nil",10830,334235,29896,19147,12119,16294,6477,0,428998,0,0,11249,0,11249,49140,4288,312259,5502,24121,4601,0,17302,0,0,0,7314,424527,15537,747,0,0,747,0,0,0,0,0,0,0,0,0,0,0,31651,0,0,31651,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,4000,0,0,35,1,0,0,1,0,0,0,1,30,1,15,5,120,50,35,9,5,3,0,"Yes","Mandarin",0,1,49,0,0,0,0,0,0,0,0,0,101340,468,8463,1390,586,1674,1700,1402,149,257,153,0,331,0,1322,258
"2268",315,"St. Thomas",2005,44,"St. Thomas",NA,"153 Curtis Street","N5P3Z7","St. Thomas",NA,"www.st-thomas.library.on.ca","Public or Union Library",31546,14531,0,0,"01/01/2005","12/31/2005","SOLS",12504,0,"Nil",58990,1400549,0,6886,70801,43840,0,370,1581436,0,0,30970,0,30970,186452,11943,1191304,2906,78666,4136,0,27712,0,0,0,58379,1561498,30970,4117,0,0,6377,0,0,3,0,0,0,0,0,0,0,0,127227,267,350,144073,269,350,0,0,0,0,0,0,197,7,0,3,0,0,0,0,0,0,0,0,4177,0,0,35,3,4,0,6,0,0,0,0,0,0,0,17,315,0,0,22,12,8,10,"Yes","SIRSI UNICORN",0,1,65.5,0,0,0,0,0,0,0,0,0,365493,279,7324,1890,1528,2059,3070,7098,1639,396,0,0,774,23,3664,347
"2269",318,"Stirling-Rawdon Twp",2005,51,"Stirling-Rawdon Twp","Township of Stirling-Rawdon","P.O. Box 730","K0K3E0","Stirling","43 West Front St.","www.stirlinglibrary.com","Public or Union Library",4448,1941,0,0,"01/01/2005","12/31/2005","SOLS",3122,-8837,"Deficit",8810,114265,8000,0,1715,0,7225,337,140352,0,0,0,7253,7253,11581,0,91423,330,21156,2056,0,427,0,0,0,5194,132167,7253,96,0,0,180,0,0,0,0,0,0,0,0,0,0,0,26745,179,0,26816,179,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,50,3,30,10,20,6,4,2,2,"Yes","Athena",0,2,23,0,0,0,0,0,0,0,0,0,33133,101,1405,345,616,356,1228,496,232,289,0,0,67,0,279,0
"2270",319,"Stormont, Dundas & Glengarry County",2005,71,"Stormont, Dundas & Glengarry County",NA,"26 Pitt Street","K6J3P2","Cornwall",NA,"www.sdglibrary.ca","County, County co-operative or Regional Municipality Library",61265,26241,0,0,"01/01/2005","12/31/2005","SOLS",14181,-100054,"Deficit",131761,1369227,0,65981,3395,16051,0,10000,1596415,0,0,0,0,0,136895,6415,1139319,10827,120084,18932,16750,99556,79667,0,0,64095,1692540,3929,610,170,0,3394,440,0,1,0,0,7,0,0,12,0,0,92739,10176,0,137084,14171,0,0,0,0,0,0,0,86,20,0,0,0,0,0,0,0,0,0,0,885,10,0,35,2,0,2,2,0,0,0,1,25,7,105,47,380,0,0,58,58,58,58,"Yes","Dynix Horizon",0,0,0,18,362,0,0,0,0,0,0,0,185570,668,10671,2124,1531,2214,2348,3732,3962,924,272,0,998,56,2538,1218
"2271",269,"Stratford",2005,65,"Stratford",NA,"19 St. Andrew Street","N5A1A2","Stratford",NA,"www.stratford.library.on.ca","Public or Union Library",28617,13161,1116,396,"01/01/2005","12/31/2005","SOLS",12775,0,"Nil",51402,1367350,11480,20437,6400,122115,20690,900,1600774,0,0,41470,14217,55687,140027,25170,1190126,5738,87411,2965,16633,60600,0,0,0,72105,1600775,55687,4544,0,0,6281,0,0,21,0,0,0,0,0,0,0,0,92536,1072,60,102687,1202,63,0,0,0,0,0,0,178,2,0,2,0,0,0,0,0,0,0,0,5150,0,0,35,7,3,0,3,0,1,28,0,0,0,0,14,262,24,31,26,15,9,7,"Yes","Horizon 7.3.2 by Sirsi Dynix",0,1,62.5,0,0,0,0,0,0,0,0,0,364150,402,7341,5774,4562,6074,5258,7180,1722,732,165,0,1186,12,4302,2741
"2272",284,"Sundridge-Strong Union",2005,86,"Sundridge-Strong Union",NA,"P.O. Box 429","P0A1Z0","Sundridge","110 Main Street","www.olsn.ca/sundridgestronglibrary","Public or Union Library",2164,1375,259,240,"01/01/2005","12/31/2005","OLS-N",1580,1745,"Surplus",12128,40788,851,2592,215,4425,0,0,60999,0,0,0,0,0,9661,0,29713,566,8408,1086,0,1415,0,0,0,6433,57282,1970,227,0,0,239,0,0,0,0,0,0,0,0,0,0,0,11969,12,10,11987,12,10,13,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,32,1,1,3,3,3,3,"Yes","Winnebago",0,1,32,0,0,0,0,0,0,0,0,0,17105,0,0,419,186,446,348,305,1,9,0,0,0,2,142,58
"2273",341,"Tarbutt & Tarbutt Additional Twp",2005,80,"Tarbutt & Tarbutt Additional Twp",NA,"27 Barr Road , R.R. #1","P0R1E0","Desbarats",NA,"www.tarbutttownship.com","Contracting Municipality",407,399,0,0,"01/01/2005","12/31/2005",NA,0,0,"Nil",1901,0,0,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2274",342,"Tay Twp",2005,70,"Tay Twp",NA,"P.O. Box 490","L0K1R0","Port McNicoll","715 Fourth Avenue","www.tay.library.on.ca","Public or Union Library",9232,4789,0,0,"01/01/2005","12/31/2005","SOLS",2371,0,"Nil",33932,247049,0,13810,4698,4954,0,1148,305591,0,0,0,8668,8668,27039,0,226123,2499,20317,2553,0,1531,15548,0,0,16191,311801,2457,49,0,0,129,0,0,0,0,0,0,0,0,0,0,0,40152,0,0,43890,0,0,21,0,0,21,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,2,52,3,71,50,33,11,10,10,11,"Yes","Horizon",0,0,0,3,84,0,0,0,0,0,0,0,63730,236,2085,518,0,656,0,1085,658,130,0,0,108,0,824,0
"2275",343,"Tehkummah Twp",2005,83,"Tehkummah Twp",NA,"R.R. #1","P0P2C0","Tehkummah",NA,NA,"Public or Union Library",350,357,0,0,"01/01/2005","12/31/2005","OLS-N",371,0,"Nil",1611,2400,0,0,0,1629,271,0,5911,0,0,0,0,0,35,0,4198,0,802,796,0,0,0,0,80,0,5911,0,38,0,0,64,0,0,1,0,0,12,0,0,12,0,0,6204,0,0,6650,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,7.5,1,7.5,0,0,2,1,0,2,"Yes","Dale S. Cooper Library Package",0,1,4,0,0,0,0,0,0,0,0,0,5378,14,92,101,0,128,101,103,7,5,0,0,8,3,37,0
"2276",21,"Temagami",2005,85,"Temagami","Municipality of Temagami","P.O. Box 220","P0H2H0","Temagami","7 Lakeshore Drive, Welcome Centre","www.temagami.library.on.ca","Public or Union Library",799,1410,0,0,"01/01/2005","12/31/2005","OLS-N",497,0,"Nil",8636,36106,0,5100,0,1297,0,0,51139,0,0,0,0,0,10816,0,30629,1049,720,163,2556,5337,0,0,0,170,51440,0,83,2,0,134,7,0,0,0,0,11,0,0,11,0,0,9771,53,4,9789,53,4,11,0,0,11,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,6,5,5,5,"Yes","Athena 9.1",0,1,24,0,0,0,0,0,0,0,0,0,8159,11,247,207,0,250,0,154,14,23,0,0,6,0,141,13
"2277",439,"Temagami FN",2005,85,"Temagami FN",NA,"General Delivery","P0H1C0","Bear Island",NA,"www.temagamifirstnation.ca","First Nations Library",225,0,0,0,"04/01/2005","03/31/2006","OLS-N",51,29,"Surplus",760,0,0,13000,0,95,0,22016,35871,0,0,0,0,0,270,0,10514,969,827,1275,2331,5663,0,0,0,0,21849,0,250,6,2,410,6,2,5,0,0,39,0,0,55,0,0,55,0,0,60,0,0,16,0,0,16,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,35,0,0,0,0,0,0,0,1,5,0,0,1,22,5,40,5,5,0,5,"No",NA,0,1,40,0,0,0,0,0,0,0,0,0,1500,3,40,0,0,0,0,35,20,45,0,0,35,5,75,70
"2278",1037,"Temiskaming Shores, City of",2005,0,"Temiskaming Shores, City of","Temiskaming Shores","P. O. Box 2090","P0J1K0","Haileybury","545 Lakeshore Rd.","www.temisklibrary.com","Public or Union Library",10125,4461,2197,1052,"01/01/2005","12/31/2005","OLS-N",7624,9915,"Surplus",23259,303063,11349,6500,15050,13795,0,0,373016,0,0,0,0,0,42853,0,265510,2440,33984,2781,0,6757,0,0,0,14146,368471,4545,258,187,0,544,404,0,1,0,0,0,0,0,0,0,0,55112,17335,0,55475,17359,0,112,11,0,140,11,0,64,34,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,0,0,0,0,0,0,3,73,6,84,43,4,15,14,2,15,"Yes","Athena, Winnebago Spectrum",0,0,0,2,93,0,0,0,0,0,0,0,121650,35,1276,1322,828,1405,1498,2447,204,243,50,0,131,22,1165,61
"2279",344,"Terrace Bay Twp",2005,89,"Terrace Bay Twp",NA,"P.O. Box 369","P0T2W0","Terrace Bay","13 Selkirk Avenue","terracebay.library.on.ca","Public or Union Library",1889,903,0,0,"01/01/2005","12/31/2005","OLS-N",1428,-2109,"Deficit",5499,152921,0,4778,260,2831,125,0,166414,11000,7276,0,0,18276,14644,409,121913,1444,18016,2199,0,1789,0,0,0,6000,166414,2994,600,0,0,800,0,0,2,0,0,4,0,0,4,0,0,17565,486,150,18700,496,150,26,0,0,26,0,0,38,0,0,2,1,0,1,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,1,4,1,22,3,54,0,0,9,6,6,8,"Yes","Spectrum 5.2",0,1,47,0,0,0,0,0,0,0,0,0,16136,73,639,405,51,492,22,386,98,45,0,0,18,0,298,0
"2280",345,"The Archipelago Twp",2005,86,"The Archipelago Twp",NA,"9 James Street","P2A1T4","Parry Sound",NA,"www.thearchipelago.on.ca","Contracting Municipality",548,3191,0,0,"01/01/2005","12/31/2005",NA,0,0,"Nil",15072,0,0,0,0,0,0,0,15072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15072,0,15072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
